"",Name,Artist,Album,Popularity,Lyrics,Sentiment
468,Next Thing You Know,Jordan Davis,Next Thing You Know,78,"9 contributorsnext thing you know lyric [ vers 1 ] you swear that you 're stayin ' singl , next thing you know you meet a girl at a bar and next thing you know you get her laughin ' , it 's 2am yo...",Feeling : Positive
690,No Excuses,Bru-C,No Excuses,69,"9 contributorsno excus lyric [ intro ] oy yeah , yeah-eh , i bru-c what we sayin ' ? we 're goin ' out tonight , my g 's no excus ( yeah , yeah , i ) [ vers 1 ] if you do n't like me , you can bea...",Feeling : Négative
126,Rotterdam (Or Anywhere),The Beautiful South,Blue Is The Colour,61,9 contributorsrotterdam ( or anywher ) lyric [ vers 1 ] and the women tug their hair like they 're tri to prove it wo n't fall out and all the men are gargoyl dip long in irish stout [ pre-choru 1...,Feeling : Négative
572,Side Effects,Becky Hill,Side Effects,72,"9 contributorssid effect lyric [ intro ] eeh , eeh eeh , eeh [ vers 1 ] i 've been thinkin ' , i 've been drinkin ' anythin ' that might anesthetis the feel i ai n't jokin ' , i think i 'm broken ...",Feeling : Positive
438,Old School,The Band That Saved The World,Name in Lights,33,"9 contributorsso bad lyric [ hook ] have you ever want someth so bad , like so bad like so bad that you went and got it ? have you ever want someth so bad , like so bad like so bad noth ever could...",Feeling : Négative
220,Carpe Diem,Joker Out,Carpe Diem,77,9 contributorstranslationsenglishfrançaiscarp diem lyric [ besedilo pesmi „ carp diem “ ] [ uvod ] mi bomo celo noč plesali ljubili se in se igrali kot da na jutri več ne bo [ kitica 1 ] vedno man...,Feeling : Positive
175,PRC,Peso Pluma,PRC,96,"9 contributorstranslationsenglishprc lyric [ letra de `` prc '' ] [ verso 1 : peso pluma & natanael cano ] me levanto , un baño y luego me pongo a forjar es veneno , da pa ' arriba , de muy buena ...",Feeling : Négative
141,Why I Love You So Much,Monica,Miss Thang,56,"9 contributorswhi i love you so much lyric [ intro ] ooh , ooh , babi ahh , ooh [ vers 1 ] you mean the world , ooh , and everyth that i want for sinc i 've been your girl , oh , my whole life ha ...",Feeling : Positive
469,Wild as Her,Corey Kent,Wild as Her,79,9 contributorswild as her lyric [ vers 1 ] she never want to be white-picket fenc in her heart 's like a feather in a tulsa wind seasid breez 'll bring her to life and all them other boy say she '...,Feeling : Positive
144,Words,Boyzone,A Different Beat,55,9 contributorsword lyric [ vers 1 ] smile an everlast smile a smile can bring you near to me do n't ever let me find you gone 'caus that would bring a tear to me [ pre-choru ] thi world ha lost it...,Feeling : Positive
622,go,Cat Burns,Go,35,"9 contributors​go lyric [ intro ] ooh-ooh ooh , ooh-ooh [ vers 1 ] tri call yesterday but got your voicemail again rush over to your uni hall , saw her leav your place you said you fuck up on a ni...",Feeling : Positive
750,Fight Song,Rachel Platten,Fight Song,52,93 contributorsfight song lyric [ refrain ] like a small boat on the ocean send big wave into motion like how a singl word can make a heart open i might onli have one match but i can make an explo...,Feeling : Positive
779,The Nights,Avicii,The Nights,24,"93 contributorsth night lyric [ vers 1 ] ( hey ) onc upon a younger year when all our shadow disappear the anim insid came out to play ( hey ) hey , went face to face with all our fear learn our l...",Feeling : Positive
645,Another Love,Tom Odell,Another Love,41,93 contributorstranslationsportuguêsfrançaisўзбекtürkçeanoth love lyric [ vers 1 ] i wan na take you somewher so you know i care but it 's so cold and i do n't know where i brought you daffodil in...,Feeling : Positive
202,Another Love,Tom Odell,Long Way Down,63,93 contributorstranslationsportuguêsfrançaisўзбекtürkçeanoth love lyric [ vers 1 ] i wan na take you somewher so you know i care but it 's so cold and i do n't know where i brought you daffodil in...,Feeling : Positive
606,Another Love,Tom Odell,Long Way Down (Deluxe),92,93 contributorstranslationsportuguêsfrançaisўзбекtürkçeanoth love lyric [ vers 1 ] i wan na take you somewher so you know i care but it 's so cold and i do n't know where i brought you daffodil in...,Feeling : Positive
184,Boy's a Liar Pt. 2,PinkPantheress,Boy's a liar Pt. 2,96,93 contributorstranslationsportuguêstürkçedeutschboy ’ s a liar pt . 2 lyric [ vers 1 : pinkpantheress ] take a look insid your heart is there ani room for me ( is there ani room for me ? ) i wo n...,Feeling : Positive
437,Boy's a Liar Pt. 2,PinkPantheress,Boy's a liar Pt. 2,96,93 contributorstranslationsportuguêstürkçedeutschboy ’ s a liar pt . 2 lyric [ vers 1 : pinkpantheress ] take a look insid your heart is there ani room for me ( is there ani room for me ? ) i wo n...,Feeling : Positive
66,I Will Always Love You,Whitney Houston,The Bodyguard - Original Soundtrack Album,79,"93 contributorstranslationsελληνικάi will alway love you lyric [ vers 1 ] if i should stay i would onli be in your way so i 'll go , but i know i 'll think of you everi step of the way [ choru ] a...",Feeling : Positive
632,Starlight,Dave,Starlight,78,"94 contributorstranslationsdav - starlight ( türkçe çeviri ) españolstarlight lyric [ intro : ree paramagita ] uoy evol i , sdrow rehto ni uoy evol i , sdrow rehto ni [ choru ] it 's hard to hate ...",Feeling : Positive
465,Karma,Taylor Swift,Midnights (3am Edition),57,"94 contributorstranslationsportuguêsсрпскиespañol中文deutschmagyarfrançaistürkçenederlandsitalianosvenskaукраїнськаkarma lyric [ vers 1 ] you 're talk shit for the hell of it addict to betray , but ...",Feeling : Négative
580,Karma,Taylor Swift,Midnights,88,"94 contributorstranslationsportuguêsсрпскиespañol中文deutschmagyarfrançaistürkçenederlandsitalianosvenskaукраїнськаkarma lyric [ vers 1 ] you 're talk shit for the hell of it addict to betray , but ...",Feeling : Négative
349,Karma,Taylor Swift,Midnights,88,"94 contributorstranslationsportuguêsсрпскиespañol中文deutschmagyarfrançaistürkçenederlandsitalianosvenskaукраїнськаkarma lyric [ vers 1 ] you 're talk shit for the hell of it addict to betray , but ...",Feeling : Négative
67,Highway to Hell,AC/DC,Highway to Hell,86,95 contributorshighway to hell lyric [ instrument intro ] [ vers 1 ] livin ' easi lovin ' free season ticket on a one way ride askin ' nothin ' leav me be takin ' everythin ' in my stride do n't n...,Feeling : Négative
728,Bad Blood,Taylor Swift,Bad Blood,74,"95 contributorstranslationsespañolportuguêsfrançaisbad blood lyric [ choru ] 'caus babi , now we 've got bad blood you know it use to be mad love so take a look what you 've done 'caus babi , now ...",Feeling : Négative
74,Can't Help Falling in Love,Elvis Presley,Blue Hawaii,81,98 contributorscan ’ t help fall in love lyric [ vers 1 ] wise men say `` onli fool rush in '' but i ca n't help fall in love with you [ vers 2 ] shall i stay ? would it be a sin if i ca n't help ...,Feeling : Positive
14,Paranoid,Black Sabbath,Paranoid (2009 Remastered Version),82,98 contributorstranslationsfrançaisparanoid lyric [ intro ] [ vers 1 ] finish with my woman 'caus she could n't help me with my mind peopl think i 'm insan becaus i am frown all the time [ vers 2 ...,Feeling : Positive
471,Spin Bout U,Drake,Her Loss,54,"99 contributorstranslationsespañolportuguêsspin bout u lyric [ intro : 21 savag ] lovin ' tonight ( ooh ) give me the feelin ' , so right ( you got ta motherfuckin ' feel thi shit , boy ) give me ...",Feeling : Négative
57,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,Bookends,77,lyric not found,Feeling : Neutral
279,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",71,lyric not found,Feeling : Neutral
257,Na Contramão,DJ Katrip,Na Contramão,71,lyric not found,Feeling : Neutral
111,"Fastlove, Pt. 1",George Michael,Older,66,lyric not found,Feeling : Neutral
118,You Learn - 2015 Remaster,Alanis Morissette,Jagged Little Pill (2015 Remaster),63,lyric not found,Feeling : Neutral
93,Children,Robert Miles,Children (Dance Vault Mixes),72,lyric not found,Feeling : Neutral
65,Nothing Compares 2 U - 2009 Remaster,Sinéad O'Connor,I Do Not Want What I Haven't Got (Deluxe Version),0,lyric not found,Feeling : Neutral
745,Gravity (feat. Ella Eyre) - Radio Edit,DJ Fresh,Gravity (feat. Ella Eyre) [Radio Edit],59,lyric not found,Feeling : Neutral
238,Haryana Hood,Irshad Khan,Haryana Hood,71,lyric not found,Feeling : Neutral
232,Ela Voltou de Perna Bamba,MC Guh SR,Ela Voltou de Perna Bamba,61,lyric not found,Feeling : Neutral
27,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,Live!,0,lyric not found,Feeling : Neutral
197,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,Until I Found You (Em Beihold Version),93,lyric not found,Feeling : Neutral
448,Shinyplasticpeople,The Band That Saved The World,Name in Lights,33,lyric not found,Feeling : Neutral
720,All Cried Out (feat. Alex Newell) - Radio Edit,Blonde,All Cried Out (feat. Alex Newell) [Radio Edit],63,lyric not found,Feeling : Neutral
81,Ironic - 2015 Remaster,Alanis Morissette,Jagged Little Pill (2015 Remaster),74,lyric not found,Feeling : Neutral
217,"Koinu no Carnival -From ""Minute Waltz""-",EHAMIC,"""Classicaloid"" Chopin Musik",71,lyric not found,Feeling : Neutral
763,House Every Weekend - Radio Edit,David Zowie,House Every Weekend (Radio Edit),60,lyric not found,Feeling : Neutral
43,"Love Me Tender - From the 20th Century-Fox CinemaScope Production, ""Love Me Tender""",Elvis Presley,Elvis' Golden Records,51,lyric not found,Feeling : Neutral
77,Make Me Smile (Come up and See Me) - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),2,lyric not found,Feeling : Neutral
758,"Writing's On The Wall - From ""Spectre"" Soundtrack",Sam Smith,Writing's On The Wall,67,lyric not found,Feeling : Neutral
629,We Don't Talk About Bruno,Carolina Gaitán - La Gaita,Encanto (Original Motion Picture Soundtrack),77,lyric not found,Feeling : Neutral
26,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,Out Of Our Heads (Remastered),0,lyric not found,Feeling : Neutral
72,She's A Rainbow - Stereo Full Version / With Intro,The Rolling Stones,Their Satanic Majesties Request,0,lyric not found,Feeling : Neutral
